crossentropy,kl,score,klw,tfr,lr
5769.899024009705,65835.9213848114,0.7962248359861173,0.152,0.85,0.001
6558.15936756134,66792.03270626068,0.824955376091366,0.153,0.85,0.001
5777.275704860687,65579.9643278122,0.7977500599099256,0.154,0.85,0.001
5679.599058628082,65488.850105285645,0.7778514241484864,0.155,0.85,0.001
5637.49228811264,65484.31958961487,0.7572398070711222,0.156,0.85,0.001
6246.750652313232,65098.81763744354,0.8384539080995984,0.157,0.85,0.001
5795.2685561180115,64886.41656398773,0.8104817304140621,0.158,0.85,0.001
5684.562351226807,64715.6569519043,0.7740225009078475,0.159,0.85,0.001
6368.210080623627,64456.92947292328,0.767192643586097,0.16,0.84,0.001
6226.318313598633,63851.6354637146,0.8166917604909035,0.161,0.84,0.001
6534.334139823914,64297.19553947449,0.8135242356437966,0.162,0.84,0.001
6867.385632514954,63810.748396873474,0.7874063995357128,0.163,0.84,0.001
6634.8572063446045,63738.98635292053,0.7394153920210677,0.164,0.84,0.001
5872.552900791168,63412.12233543396,0.7673698309051695,0.165,0.84,0.001
6641.562005996704,63858.482213974,0.8031203117367818,0.166,0.84,0.001
6610.397301197052,63725.42168712616,0.7771779217337762,0.167,0.84,0.001
6276.794567346573,63602.45119380951,0.8113518421637554,0.168,0.84,0.001
6162.607246398926,62447.47305393219,0.8260445122171283,0.169,0.84,0.001
6966.8445382118225,63071.67444896698,0.7831971415520453,0.17,0.83,0.001
6592.063998222351,62625.16656970978,0.8161846786345056,0.171,0.83,0.001
7182.504608154297,62576.342000961304,0.7690946231769392,0.17200000000000001,0.83,0.001
6823.245500087738,62440.109292030334,0.7707071616435947,0.17300000000000001,0.83,0.001
6637.38575053215,62000.57931613922,0.7673404929105411,0.17400000000000002,0.83,0.001
7270.835449695587,61936.630860328674,0.7473466634965196,0.17500000000000002,0.83,0.001
6848.861794471741,61681.531834602356,0.7588198048637262,0.176,0.83,0.001
7286.3790764808655,61712.390396118164,0.7742289618646448,0.177,0.83,0.001
6885.993653535843,62124.45196723938,0.7742446898491511,0.178,0.83,0.001
6565.366508960724,61601.2695646286,0.7843565336393646,0.179,0.83,0.001
6523.6672921180725,60926.013010025024,0.8162559655015081,0.18,0.8200000000000001,0.001
6661.825551986694,61187.939021110535,0.77846343060712,0.181,0.8200000000000001,0.001
7192.110266685486,61440.75020599365,0.7239343714035984,0.182,0.8200000000000001,0.001
6491.798668861389,60383.01240444183,0.793236344624718,0.183,0.8200000000000001,0.001
7426.835216283798,61147.499366760254,0.7848618321153432,0.184,0.8200000000000001,0.001
7567.1635892391205,60915.812631607056,0.7823782274037494,0.185,0.8200000000000001,0.001
7454.700625896454,60724.26066207886,0.6930776724193141,0.186,0.8200000000000001,0.001
6900.896252632141,60728.31754779816,0.7863301429560934,0.187,0.8200000000000001,0.001
6945.071347951889,59906.725823402405,0.784937064398926,0.188,0.8200000000000001,0.001
7084.881045818329,60458.543639183044,0.8074810490054116,0.189,0.8200000000000001,0.001
7291.26428771019,59782.55295467377,0.771352528559549,0.19,0.81,0.001
8655.140717983246,59826.70434188843,0.8003000864166024,0.191,0.81,0.001
7884.563040733337,60026.51930427551,0.7851324718611867,0.192,0.81,0.001
7738.7954869270325,59419.31349182129,0.7737814301855767,0.193,0.81,0.001
7877.389162063599,59343.25699901581,0.7803744241437921,0.194,0.81,0.001
7534.7497844696045,59667.76194381714,0.8012759005888285,0.195,0.81,0.001
8035.6041469573975,59310.70775604248,0.7146459485547978,0.196,0.81,0.001
7752.487380504608,59012.94528388977,0.8080146842162077,0.197,0.81,0.001
7616.138227462769,59434.55858230591,0.77059850880157,0.198,0.81,0.001
7534.774668216705,58963.94375991821,0.7574683777936342,0.199,0.81,0.001
8060.449212551117,59477.350712776184,0.8397875452004497,0.2,0.8,0.001
7724.615190505981,58929.78684043884,0.7717033674343499,0.201,0.8,0.001
8372.17049407959,58065.49205684662,0.8216898540258728,0.202,0.8,0.001
7822.041172981262,58305.14730548859,0.8265588856293781,0.203,0.8,0.001
7843.358867883682,57791.70101690292,0.7820433132593598,0.20400000000000001,0.8,0.001
8443.132979869843,58524.82177257538,0.7961336909733181,0.20500000000000002,0.8,0.001
7611.74662399292,58232.080397605896,0.7995812952115948,0.20600000000000002,0.8,0.001
7662.434990406036,56939.93573856354,0.7326878988894641,0.20700000000000002,0.8,0.001
8646.129331350327,58071.78167819977,0.7516977755908519,0.20800000000000002,0.8,0.001
8600.00602030754,57571.24405384064,0.7758410254926358,0.209,0.8,0.001
8159.575943946838,57321.484652519226,0.7652217570672151,0.21,0.79,0.001
8241.867728471756,57227.86199760437,0.7477738027670265,0.211,0.79,0.001
8815.968872070312,57277.746748924255,0.8126562329487235,0.212,0.79,0.001
8045.100688934326,57195.41431903839,0.7431979524844564,0.213,0.79,0.001
7986.5532746315,57155.54543924332,0.7871323005229844,0.214,0.79,0.001
7939.587888717651,56750.31249046326,0.7566670802998843,0.215,0.79,0.001
7834.760261058807,56673.160750865936,0.8110014783414915,0.216,0.79,0.001
8391.254173517227,56542.37247085571,0.8263174284370385,0.217,0.79,0.001
8580.571692943573,56816.23566913605,0.7561026936684077,0.218,0.79,0.001
9013.888142585754,56940.98028087616,0.7310593898172293,0.219,0.79,0.001
8641.39362359047,56690.9540014267,0.8048735413874358,0.22,0.78,0.001
8939.017633914948,56259.343172073364,0.7921162778575838,0.221,0.78,0.001
8720.847121238708,56700.569999694824,0.8270349750706423,0.222,0.78,0.001
9226.912712574005,55816.76379966736,0.7009048846765326,0.223,0.78,0.001
9115.990093231201,56181.69216489792,0.7896594167824084,0.224,0.78,0.001
9561.366547346115,56047.33218955994,0.7254459520472437,0.225,0.78,0.001
8985.273196697235,56016.32276773453,0.782938763814565,0.226,0.78,0.001
8644.957369565964,55779.44104862213,0.7782105564975125,0.227,0.78,0.001
8676.418625116348,55989.22861766815,0.7401796242379755,0.228,0.78,0.001
9739.684543848038,55786.496468544006,0.7226778178229742,0.229,0.78,0.001
9413.656728744507,55871.81822538376,0.8432077428920199,0.23,0.77,0.001
9040.681158542633,55335.00403261185,0.7797690412908083,0.231,0.77,0.001
9885.887049674988,55478.47494220734,0.7935483668056337,0.232,0.77,0.001
9474.28321313858,55409.66573381424,0.7486389002616236,0.233,0.77,0.001
9394.921794176102,55039.16169643402,0.7754976290117387,0.234,0.77,0.001
9938.393295764923,55113.35090589523,0.7610194609926446,0.23500000000000001,0.77,0.001
9772.700765371323,55416.10650777817,0.7117461776076373,0.23600000000000002,0.77,0.001
9057.94427037239,54765.42465829849,0.7801404642498805,0.23700000000000002,0.77,0.001
9848.845194339752,54830.26148414612,0.6981553991589928,0.23800000000000002,0.77,0.001
9659.399603843689,54776.45045757294,0.7784004868419575,0.23900000000000002,0.77,0.001
10255.60657119751,54516.49702501297,0.7826759518562418,0.24,0.76,0.001
9684.638395309448,54500.60103178024,0.7526148555460835,0.241,0.76,0.001
9892.447986841202,54523.40877723694,0.710071923614323,0.242,0.76,0.001
10609.89345407486,54110.91859960556,0.6928352691802712,0.243,0.76,0.001
9693.03140759468,54281.342480659485,0.6971166819037262,0.244,0.76,0.001
9878.313437700272,54019.49613952637,0.7872948634682334,0.245,0.76,0.001
9812.068321704865,53509.81901550293,0.7915063419536488,0.246,0.76,0.001
10096.294053077698,53697.7715511322,0.7559449822654919,0.247,0.76,0.001
9933.699503660202,53513.536522865295,0.7823498180744428,0.248,0.76,0.001
9953.518542766571,53600.88289356232,0.810983322104227,0.249,0.76,0.001
11020.57179069519,54048.26931858063,0.7818850531856302,0.25,0.75,0.001
9345.44582748413,53664.70632266998,0.7000208033986288,0.251,0.75,0.001
10585.379874944687,53398.9433722496,0.6970966274785213,0.252,0.75,0.001
9740.882168769836,52852.03088378906,0.7222692081265497,0.253,0.75,0.001
9796.675572156906,53057.15311861038,0.7109788502093957,0.254,0.75,0.001
10622.549176692963,52697.34916782379,0.7504924277532338,0.255,0.75,0.001
10319.1947453022,53610.39928340912,0.7461638729912139,0.256,0.75,0.001
10199.939585208893,52847.22683906555,0.8080295858967976,0.257,0.75,0.001
9946.378155231476,52936.32295751572,0.777891834038438,0.258,0.75,0.001
10830.491527318954,52680.12313127518,0.7162680718072924,0.259,0.75,0.001
11089.392980337143,52562.689859867096,0.7299612589392526,0.26,0.74,0.001
11237.397328615189,52616.36099481583,0.7624551804436208,0.261,0.74,0.001
10643.386677742004,52535.13347864151,0.7596377877479213,0.262,0.74,0.001
11073.40013885498,52608.92463541031,0.6642375763682281,0.263,0.74,0.001
10787.452053785324,52442.6815571785,0.7728778912808874,0.264,0.74,0.001
10456.863851070404,51677.83078813553,0.739714019325332,0.265,0.74,0.001
10646.00516986847,51499.44098377228,0.7335075235054747,0.266,0.74,0.001
11270.53490948677,52264.7011885643,0.7276123773940162,0.267,0.74,0.001
10957.081659078598,51860.816398620605,0.6407989503083955,0.268,0.74,0.001
10707.810806035995,51586.84243917465,0.74763381636051,0.269,0.74,0.001
12127.888099431992,51689.2941198349,0.7172797884902974,0.27,0.73,0.001
11321.527245521545,51308.15296649933,0.7129505310632329,0.271,0.73,0.001
10723.469865560532,51827.41277265549,0.7632776751045184,0.272,0.73,0.001
11027.203701019287,51513.450404167175,0.77939961029293,0.273,0.73,0.001
11274.319625854492,51536.84957408905,0.7435674832463814,0.274,0.73,0.001
11221.121040821075,51385.82542848587,0.7193102552371365,0.275,0.73,0.001
11086.935438156128,50940.17867898941,0.7476023436827518,0.276,0.73,0.001
12321.373045921326,51667.713109493256,0.6824482790038893,0.277,0.73,0.001
11231.683677911758,51173.66492843628,0.6141682023747326,0.278,0.73,0.001
11140.650991916656,51030.51468229294,0.6790497404434618,0.279,0.73,0.001
11553.50999712944,50959.353466033936,0.7394477336606231,0.28,0.72,0.001
11434.737787485123,50936.27427148819,0.7106767717054119,0.281,0.72,0.001
11634.540387153625,51049.27510261536,0.7251609171634013,0.28200000000000003,0.72,0.001
12252.724756479263,50740.422801971436,0.714285669418024,0.28300000000000003,0.72,0.001
11630.586838006973,51142.16204118729,0.6764779790232422,0.28400000000000003,0.72,0.001
12174.147249698639,50677.06951856613,0.6987676062795722,0.28500000000000003,0.72,0.001
11555.427564144135,50813.83828830719,0.6944636311551666,0.28600000000000003,0.72,0.001
11587.251339673996,50578.058176994324,0.655739612312389,0.28700000000000003,0.72,0.001
11417.304003477097,50109.698367118835,0.6250903875354037,0.28800000000000003,0.72,0.001
11981.167020320892,50373.706325531006,0.7008712460843095,0.289,0.72,0.001
12592.89616894722,50378.754747867584,0.6994606074688597,0.29,0.71,0.001
11908.363954305649,50604.71503019333,0.6915357887084354,0.291,0.71,0.001
11899.328952550888,50174.4143204689,0.6752834987099101,0.292,0.71,0.001
12094.238087415695,50507.26599597931,0.6634580810025515,0.293,0.71,0.001
12472.343734264374,49804.77912569046,0.7133254204967833,0.294,0.71,0.001
11643.314282655716,49930.03647327423,0.7293166952590449,0.295,0.71,0.001
12120.152207374573,49701.9472322464,0.7026555947219049,0.296,0.71,0.001
12804.950373649597,49809.23201704025,0.6805915806280634,0.297,0.71,0.001
12540.423895597458,49929.77385807037,0.7096737899796259,0.298,0.71,0.001
12544.707886457443,49752.700372219086,0.7185537419386299,0.299,0.71,0.001
